id,name,relationship,relative,relativename
Q104898,Norman Foster,father,Q75949379,
Q104898,Norman Foster,mother,Q75989998,
Q104898,Norman Foster,spouse,Q3393424,
Q104898,Norman Foster,spouse,Q3567241,
Q1055918,Lembit Öpik,partner,Q7533474,
Q1055918,Lembit Öpik,relative,Q318126,
Q105667,Catherine Ashton,father,Q75413412,
Q105667,Catherine Ashton,mother,Q75413414,
Q105667,Catherine Ashton,spouse,Q7175133,
Q10567458,Paul Hamlyn,father,Q75601195,
Q10567458,Paul Hamlyn,mother,Q75601196,
Q10567458,Paul Hamlyn,spouse,Q75601087,
Q10567458,Paul Hamlyn,spouse,Q75601194,
Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury",child,Q75261168,
Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury",child,Q75261170,
Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury",child,Q75261171,
Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury",father,Q6225906,
Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury",godparent,Q117174,
Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury",mother,Q6957775,
Q1063940,"Charles Chetwynd-Talbot, 22nd Earl of Shrewsbury",spouse,Q75261173,
Q10648,Gordon Brown,child,Q86826272,
Q10648,Gordon Brown,child,Q86826313,
Q10648,Gordon Brown,child,Q86826365,
Q10648,Gordon Brown,father,Q108840908,
Q10648,Gordon Brown,mother,Q108840909,
Q10648,Gordon Brown,sibling,Q4756445,
Q10648,Gordon Brown,spouse,Q2986943,
Q1065805,"Charles Powell, Baron Powell of Bayswater",child,Q76241215,
Q1065805,"Charles Powell, Baron Powell of Bayswater",child,Q76241217,
Q1065805,"Charles Powell, Baron Powell of Bayswater",father,Q6234154,
Q1065805,"Charles Powell, Baron Powell of Bayswater",mother,Q76180825,
Q1065805,"Charles Powell, Baron Powell of Bayswater",spouse,Q75423501,
Q1066006,"Charles Sanderson, Baron Sanderson of Bowden",child,Q76328765,
Q1066006,"Charles Sanderson, Baron Sanderson of Bowden",child,Q76328769,
Q1066006,"Charles Sanderson, Baron Sanderson of Bowden",child,Q76328770,
Q1066006,"Charles Sanderson, Baron Sanderson of Bowden",child,Q76328771,
Q1066006,"Charles Sanderson, Baron Sanderson of Bowden",father,Q76328777,
Q1066006,"Charles Sanderson, Baron Sanderson of Bowden",mother,Q76328778,
Q1066006,"Charles Sanderson, Baron Sanderson of Bowden",spouse,Q76328763,
Q1066450,"Charles Williams, Baron Williams of Elvel",spouse,Q75349342,
Q106762,George Porter,child,Q75604640,
Q106762,George Porter,child,Q75604646,
Q106762,George Porter,father,Q75604650,
Q106762,George Porter,mother,Q75604651,
Q106762,George Porter,spouse,Q75604639,
Q107009776,Kim Leadbeater,sibling,Q19872361,
Q1083483,"Christine Crawley, Baroness Crawley",spouse,Q75708814,
Q10862163,"Michael Howard, 21st Earl of Suffolk",child,Q64009951,
Q10862163,"Michael Howard, 21st Earl of Suffolk",child,Q75301790,
Q10862163,"Michael Howard, 21st Earl of Suffolk",child,Q76329864,
Q10862163,"Michael Howard, 21st Earl of Suffolk",child,Q76329865,
Q10862163,"Michael Howard, 21st Earl of Suffolk",child,Q76359315,
Q10862163,"Michael Howard, 21st Earl of Suffolk",father,Q5079164,
Q10862163,"Michael Howard, 21st Earl of Suffolk",mother,Q75301768,
Q10862163,"Michael Howard, 21st Earl of Suffolk",spouse,Q64009917,
Q10862163,"Michael Howard, 21st Earl of Suffolk",spouse,Q75301786,
Q10862163,"Michael Howard, 21st Earl of Suffolk",spouse,Q75317141,
Q1086719,Christopher Haskins,child,Q76089138,
Q1086719,Christopher Haskins,child,Q76089141,
Q1086719,Christopher Haskins,child,Q76089144,
Q1086719,Christopher Haskins,child,Q76089145,
Q1086719,Christopher Haskins,child,Q76089148,
Q1086719,Christopher Haskins,father,Q76089159,
Q1086719,Christopher Haskins,mother,Q76089161,
Q1086719,Christopher Haskins,spouse,Q76081180,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",child,Q75951763,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",child,Q75951766,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",child,Q75951767,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",child,Q75951768,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",father,Q26259655,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",mother,Q75951934,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",spouse,Q75951762,
Q1086986,"Christopher Suenson-Taylor, 3rd Baron Grantchester",spouse,Q76022935,
Q1098410,"Claus Moser, Baron Moser",father,Q76273169,
Q1098410,"Claus Moser, Baron Moser",spouse,Q76273170,
Q10985643,Humfrey Malins,sibling,Q14945562,
Q1101869,"Clive Brooke, Baron Brooke of Alverthorpe",father,Q75501735,
Q1101869,"Clive Brooke, Baron Brooke of Alverthorpe",mother,Q75501736,
Q1101869,"Clive Brooke, Baron Brooke of Alverthorpe",spouse,Q75501739,
Q1101965,"Clive Hollick, Baron Hollick",child,Q76102769,
Q1101965,"Clive Hollick, Baron Hollick",child,Q76102770,
Q1101965,"Clive Hollick, Baron Hollick",child,Q76102771,
Q1101965,"Clive Hollick, Baron Hollick",father,Q76102772,
Q1101965,"Clive Hollick, Baron Hollick",mother,Q76102774,
Q1101965,"Clive Hollick, Baron Hollick",spouse,Q76069266,
Q1108359,"Colin Boyd, Baron Boyd of Duncansby",father,Q75532126,
Q1108359,"Colin Boyd, Baron Boyd of Duncansby",mother,Q75532128,
Q1108359,"Colin Boyd, Baron Boyd of Duncansby",spouse,Q75532141,
Q1108533,"Colin Low, Baron Low of Dalston",father,Q75532144,
Q1108533,"Colin Low, Baron Low of Dalston",mother,Q75532155,
Q1108533,"Colin Low, Baron Low of Dalston",spouse,Q75532160,
Q112908,"Anthony Lester, Baron Lester of Herne Hill",child,Q76243097,
Q112908,"Anthony Lester, Baron Lester of Herne Hill",child,Q76243099,
Q112908,"Anthony Lester, Baron Lester of Herne Hill",father,Q76243095,
Q112908,"Anthony Lester, Baron Lester of Herne Hill",mother,Q76243096,
Q112908,"Anthony Lester, Baron Lester of Herne Hill",spouse,Q76023163,
Q1149316,"David Stevens, Baron Stevens of Ludgate",child,Q76347626,
Q1149316,"David Stevens, Baron Stevens of Ludgate",child,Q76347630,
Q1149316,"David Stevens, Baron Stevens of Ludgate",father,Q76347632,
Q1149316,"David Stevens, Baron Stevens of Ludgate",mother,Q76347635,
Q1149316,"David Stevens, Baron Stevens of Ludgate",spouse,Q76347616,
Q1149316,"David Stevens, Baron Stevens of Ludgate",spouse,Q76347620,
Q1149316,"David Stevens, Baron Stevens of Ludgate",spouse,Q76347624,
Q1157836,"Dale Campbell-Savours, Baron Campbell-Savours",father,Q75535949,
Q1157836,"Dale Campbell-Savours, Baron Campbell-Savours",mother,Q75535951,
Q1157836,"Dale Campbell-Savours, Baron Campbell-Savours",spouse,Q75535947,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",child,Q75454444,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",child,Q75454445,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",child,Q75454447,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",child,Q75454452,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",father,Q75454454,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",mother,Q75454456,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",spouse,Q1193437,
Q11590799,"Heather Brigstocke, Baroness Brigstocke",spouse,Q75454443,
Q1160170,"Daniel Brennan, Baron Brennan",child,Q75452148,
Q1160170,"Daniel Brennan, Baron Brennan",child,Q75452150,
Q1160170,"Daniel Brennan, Baron Brennan",child,Q75452152,
Q1160170,"Daniel Brennan, Baron Brennan",child,Q75452154,
Q1160170,"Daniel Brennan, Baron Brennan",father,Q75452155,
Q1160170,"Daniel Brennan, Baron Brennan",mother,Q75452158,
Q1160170,"Daniel Brennan, Baron Brennan",spouse,Q75452146,
Q11722946,"Neil Carmichael, Baron Carmichael of Kelvingrove",child,Q75597316,
Q11722946,"Neil Carmichael, Baron Carmichael of Kelvingrove",father,Q75597319,
Q11722946,"Neil Carmichael, Baron Carmichael of Kelvingrove",spouse,Q75597312,
Q1173562,"David Alton, Baron Alton of Liverpool",child,Q75407691,
Q1173562,"David Alton, Baron Alton of Liverpool",child,Q75407693,
Q1173562,"David Alton, Baron Alton of Liverpool",child,Q75407694,
Q1173562,"David Alton, Baron Alton of Liverpool",child,Q75407695,
Q1173562,"David Alton, Baron Alton of Liverpool",father,Q75294213,
Q1173562,"David Alton, Baron Alton of Liverpool",mother,Q75294214,
Q1173562,"David Alton, Baron Alton of Liverpool",spouse,Q75294215,
Q1173838,"David Brookman, Baron Brookman",child,Q75503825,
Q1173838,"David Brookman, Baron Brookman",child,Q75503833,
Q1173838,"David Brookman, Baron Brookman",child,Q75503840,
Q1173838,"David Brookman, Baron Brookman",father,Q75503843,
Q1173838,"David Brookman, Baron Brookman",mother,Q75503844,
Q1173838,"David Brookman, Baron Brookman",spouse,Q75503822,
Q1174088,"David Craig, Baron Craig of Radley",child,Q75662836,
Q1174088,"David Craig, Baron Craig of Radley",child,Q75662841,
Q1174088,"David Craig, Baron Craig of Radley",father,Q75662849,
Q1174088,"David Craig, Baron Craig of Radley",mother,Q75662851,
Q1174088,"David Craig, Baron Craig of Radley",spouse,Q75662833,
Q1174122,"David Currie, Baron Currie of Marylebone",child,Q75782378,
Q1174122,"David Currie, Baron Currie of Marylebone",child,Q75782379,
Q1174122,"David Currie, Baron Currie of Marylebone",father,Q75782368,
Q1174122,"David Currie, Baron Currie of Marylebone",mother,Q75782370,
Q1174122,"David Currie, Baron Currie of Marylebone",spouse,Q75782377,
Q1174122,"David Currie, Baron Currie of Marylebone",spouse,Q75782383,
Q1174371,"David Evans, Baron Evans of Watford",father,Q75944821,
Q1174371,"David Evans, Baron Evans of Watford",mother,Q75944822,
Q1174371,"David Evans, Baron Evans of Watford",spouse,Q75944820,
Q1174459,"David Freud, Baron Freud",father,Q214545,
Q1174523,"David Trefgarne, 2nd Baron Trefgarne",child,Q76194655,
Q1174523,"David Trefgarne, 2nd Baron Trefgarne",child,Q76194658,
Q1174523,"David Trefgarne, 2nd Baron Trefgarne",child,Q76194660,
Q1174523,"David Trefgarne, 2nd Baron Trefgarne",father,Q5545309,
Q1174523,"David Trefgarne, 2nd Baron Trefgarne",mother,Q76194669,
Q1174523,"David Trefgarne, 2nd Baron Trefgarne",spouse,Q76194654,
Q1174967,"David Kenworthy, 11th Baron Strabolgi",father,Q6284578,
Q1174967,"David Kenworthy, 11th Baron Strabolgi",mother,Q76179355,
Q1174967,"David Kenworthy, 11th Baron Strabolgi",spouse,Q75852610,
Q1174967,"David Kenworthy, 11th Baron Strabolgi",spouse,Q75946552,
Q1174967,"David Kenworthy, 11th Baron Strabolgi",spouse,Q76179215,
Q1174967,"David Kenworthy, 11th Baron Strabolgi",spouse,Q76219108,
Q1175906,"David Nickson, Baron Nickson",child,Q76281731,
Q1175906,"David Nickson, Baron Nickson",child,Q76281737,
Q1175906,"David Nickson, Baron Nickson",child,Q76281744,
Q1175906,"David Nickson, Baron Nickson",father,Q76281725,
Q1175906,"David Nickson, Baron Nickson",mother,Q76281726,
Q1175906,"David Nickson, Baron Nickson",spouse,Q76249697,
Q1175906,"David Nickson, Baron Nickson",spouse,Q76281727,
Q1176158,"David Pollock, 3rd Viscount Hanworth",child,Q75959900,
Q1176158,"David Pollock, 3rd Viscount Hanworth",child,Q75959901,
Q1176158,"David Pollock, 3rd Viscount Hanworth",father,Q21648684,
Q1176158,"David Pollock, 3rd Viscount Hanworth",mother,Q75322066,
Q1176158,"David Pollock, 3rd Viscount Hanworth",spouse,Q75959897,
Q1176663,"Jan David Simon, 3rd Viscount Simon",child,Q76167990,
Q1176663,"Jan David Simon, 3rd Viscount Simon",father,Q15821582,
Q1176663,"Jan David Simon, 3rd Viscount Simon",mother,Q76168011,
Q1176663,"Jan David Simon, 3rd Viscount Simon",spouse,Q76167989,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",child,Q76178694,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",child,Q76349514,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",child,Q76349515,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",father,Q76349516,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",mother,Q76349517,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",spouse,Q75871779,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",spouse,Q76321474,
Q1176971,"David Verney, 21st Baron Willoughby de Broke",child,Q75266936,
Q1176971,"David Verney, 21st Baron Willoughby de Broke",child,Q75266937,
Q1176971,"David Verney, 21st Baron Willoughby de Broke",father,Q6261942,
Q1176971,"David Verney, 21st Baron Willoughby de Broke",mother,Q75266926,
Q1176971,"David Verney, 21st Baron Willoughby de Broke",spouse,Q75266932,
Q1177244,"David Wolfson, Baron Wolfson of Sunningdale",child,Q2287912,
Q1177244,"David Wolfson, Baron Wolfson of Sunningdale",child,Q76256182,
Q1177244,"David Wolfson, Baron Wolfson of Sunningdale",father,Q76218253,
Q1177244,"David Wolfson, Baron Wolfson of Sunningdale",mother,Q76218254,
Q1177244,"David Wolfson, Baron Wolfson of Sunningdale",spouse,Q336149,
Q1177244,"David Wolfson, Baron Wolfson of Sunningdale",spouse,Q75969955,
Q11806772,"Harry Ewing, Baron Ewing of Kirkford",child,Q75892119,
Q11806772,"Harry Ewing, Baron Ewing of Kirkford",child,Q75892122,
Q11806772,"Harry Ewing, Baron Ewing of Kirkford",father,Q75893585,
Q11806772,"Harry Ewing, Baron Ewing of Kirkford",spouse,Q75892116,
Q1187771,"Denise Kingsmill, Baroness Kingsmill",father,Q75532226,
Q1187771,"Denise Kingsmill, Baroness Kingsmill",mother,Q75532230,
Q1187771,"Denise Kingsmill, Baroness Kingsmill",spouse,Q75532231,
Q1189472,"Dennis Rogan, Baron Rogan",child,Q76318137,
Q1189472,"Dennis Rogan, Baron Rogan",child,Q76318138,
Q1189472,"Dennis Rogan, Baron Rogan",father,Q76143033,
Q1189472,"Dennis Rogan, Baron Rogan",mother,Q76318135,
Q1189472,"Dennis Rogan, Baron Rogan",spouse,Q76318136,
Q1189537,"Dennis Stevenson, Baron Stevenson of Coddenham",child,Q76256545,
Q1189537,"Dennis Stevenson, Baron Stevenson of Coddenham",child,Q76258348,
Q1189537,"Dennis Stevenson, Baron Stevenson of Coddenham",child,Q76347644,
Q1189537,"Dennis Stevenson, Baron Stevenson of Coddenham",child,Q76347646,
Q1189537,"Dennis Stevenson, Baron Stevenson of Coddenham",father,Q76347640,
Q1189537,"Dennis Stevenson, Baron Stevenson of Coddenham",mother,Q76347642,
Q1189537,"Dennis Stevenson, Baron Stevenson of Coddenham",spouse,Q75449484,
Q1189567,"Dennis Turner, Baron Bilston",child,Q76260743,
Q1189567,"Dennis Turner, Baron Bilston",child,Q76260745,
Q1189567,"Dennis Turner, Baron Bilston",father,Q75450373,
Q1189567,"Dennis Turner, Baron Bilston",mother,Q75450375,
Q1189567,"Dennis Turner, Baron Bilston",spouse,Q75450376,
Q1199999,"Derek Barber, Baron Barber of Tewkesbury",father,Q75421744,
Q1199999,"Derek Barber, Baron Barber of Tewkesbury",mother,Q75421747,
Q1199999,"Derek Barber, Baron Barber of Tewkesbury",spouse,Q75421741,
Q1200019,"Derek Ezra, Baron Ezra",father,Q75921286,
Q1200019,"Derek Ezra, Baron Ezra",mother,Q75921321,
Q1200019,"Derek Ezra, Baron Ezra",spouse,Q75921323,
Q1200029,"Derek Foster, Baron Foster of Bishop Auckland",father,Q75450416,
Q1200029,"Derek Foster, Baron Foster of Bishop Auckland",mother,Q75450417,
Q1200029,"Derek Foster, Baron Foster of Bishop Auckland",spouse,Q75450420,
Q1201565,"Detta O'Cathain, Baroness O'Cathain",father,Q76289569,
Q1201565,"Detta O'Cathain, Baroness O'Cathain",spouse,Q76289570,
Q1208810,"Diana Eccles, Viscountess Eccles",child,Q75907225,
Q1208810,"Diana Eccles, Viscountess Eccles",child,Q75907233,
Q1208810,"Diana Eccles, Viscountess Eccles",child,Q75907246,
Q1208810,"Diana Eccles, Viscountess Eccles",child,Q75907253,
Q1208810,"Diana Eccles, Viscountess Eccles",father,Q75907306,
Q1208810,"Diana Eccles, Viscountess Eccles",mother,Q75907309,
Q1208810,"Diana Eccles, Viscountess Eccles",spouse,Q1699919,
Q1208851,"Diana Maddock, Baroness Maddock",child,Q76060633,
Q1208851,"Diana Maddock, Baroness Maddock",child,Q76060744,
Q1208851,"Diana Maddock, Baroness Maddock",father,Q76262917,
Q1208851,"Diana Maddock, Baroness Maddock",mother,Q76262918,
Q1208851,"Diana Maddock, Baroness Maddock",spouse,Q260960,
Q1208851,"Diana Maddock, Baroness Maddock",spouse,Q260960,
Q1208851,"Diana Maddock, Baroness Maddock",spouse,Q76060599,
Q1209038,"Dianne Hayter, Baroness Hayter of Kentish Town",father,Q75969760,
Q1209038,"Dianne Hayter, Baroness Hayter of Kentish Town",mother,Q75969762,
Q1209038,"Dianne Hayter, Baroness Hayter of Kentish Town",spouse,Q75969763,
Q1221764,Dominic Asquith,child,Q76277365,
Q1221764,Dominic Asquith,child,Q76277366,
Q1221764,Dominic Asquith,child,Q76277367,
Q1221764,Dominic Asquith,child,Q76277369,
Q1221764,Dominic Asquith,father,Q335797,
Q1221764,Dominic Asquith,mother,Q18783561,
Q1221764,Dominic Asquith,sibling,Q7298569,
Q1221764,Dominic Asquith,spouse,Q76277363,
Q1228567,"Alan Howarth, Baron Howarth of Newport",father,Q18593526,
Q1228567,"Alan Howarth, Baron Howarth of Newport",mother,Q75450406,
Q1228567,"Alan Howarth, Baron Howarth of Newport",spouse,Q75450409,
Q1234410,Howard Flight,child,Q76184810,
Q1234410,Howard Flight,child,Q76258306,
Q1234410,Howard Flight,child,Q76260010,
Q1234410,Howard Flight,spouse,Q76259036,
Q1239489,"Don Ryder, Baron Ryder of Eaton Hastings",child,Q75604837,
Q1239489,"Don Ryder, Baron Ryder of Eaton Hastings",child,Q75604840,
Q1239489,"Don Ryder, Baron Ryder of Eaton Hastings",father,Q75604841,
Q1239489,"Don Ryder, Baron Ryder of Eaton Hastings",spouse,Q75604836,
Q1239766,"Donald Chapman, Baron Northfield",father,Q76286439,
Q1239766,"Donald Chapman, Baron Northfield",mother,Q76286441,
Q1240108,"Donald Mackay, Baron Mackay of Drumadoon",child,Q76258730,
Q1240108,"Donald Mackay, Baron Mackay of Drumadoon",child,Q76258731,
